userId,movieId,rating,timestamp
224,245,3,1970-01-01
82,135,3,1970-01-01
262,1147,4,1970-01-01
293,471,3,1970-01-01
216,658,3,1970-01-01
250,140,3,1970-01-01
59,23,5,1970-01-01
286,379,5,1970-01-01
244,815,4,1970-01-01
7,479,4,1970-01-01
174,368,1,1970-01-01
87,274,4,1970-01-01
194,1211,2,1970-01-01
82,1134,2,1970-01-01
13,836,2,1970-01-01
13,272,4,1970-01-01
244,756,2,1970-01-01
305,427,5,1970-01-01
95,787,2,1970-01-01
43,14,2,1970-01-01
299,955,4,1970-01-01
57,419,3,1970-01-01
84,405,3,1970-01-01
269,504,4,1970-01-01
299,111,3,1970-01-01
194,466,4,1970-01-01
160,135,4,1970-01-01
99,268,3,1970-01-01
10,486,4,1970-01-01
259,117,4,1970-01-01
85,427,3,1970-01-01
303,919,4,1970-01-01
213,273,5,1970-01-01
121,514,3,1970-01-01
90,98,5,1970-01-01
49,559,2,1970-01-01
42,794,3,1970-01-01
155,323,2,1970-01-01
68,117,4,1970-01-01
172,177,4,1970-01-01
19,4,4,1970-01-01
268,231,4,1970-01-01
5,2,3,1970-01-01
305,117,2,1970-01-01
44,294,4,1970-01-01
43,137,4,1970-01-01
279,1336,1,1970-01-01
80,466,5,1970-01-01
254,164,4,1970-01-01
298,281,3,1970-01-01
279,1240,1,1970-01-01
66,298,4,1970-01-01
18,443,3,1970-01-01
268,1035,2,1970-01-01
99,79,4,1970-01-01
13,98,4,1970-01-01
26,258,3,1970-01-01
7,455,4,1970-01-01
222,755,4,1970-01-01
200,673,5,1970-01-01
119,328,4,1970-01-01
213,172,5,1970-01-01
276,322,3,1970-01-01
94,1217,3,1970-01-01
130,379,4,1970-01-01
38,328,4,1970-01-01
160,719,3,1970-01-01
293,1267,3,1970-01-01
26,930,2,1970-01-01
130,216,4,1970-01-01
92,1079,3,1970-01-01
256,452,4,1970-01-01
1,61,4,1970-01-01
72,48,4,1970-01-01
56,755,3,1970-01-01
13,360,4,1970-01-01
15,405,2,1970-01-01
92,77,3,1970-01-01
207,476,2,1970-01-01
292,174,5,1970-01-01
232,483,5,1970-01-01
251,748,2,1970-01-01
224,26,3,1970-01-01
181,220,4,1970-01-01
259,255,4,1970-01-01
305,471,4,1970-01-01
52,280,3,1970-01-01
161,202,5,1970-01-01
148,408,5,1970-01-01
125,235,2,1970-01-01
97,228,5,1970-01-01
58,1098,4,1970-01-01
83,234,4,1970-01-01
90,347,4,1970-01-01
272,178,5,1970-01-01
194,181,3,1970-01-01
125,478,4,1970-01-01
110,688,1,1970-01-01
299,14,4,1970-01-01
151,10,5,1970-01-01
269,127,4,1970-01-01
6,14,5,1970-01-01
54,106,3,1970-01-01
303,69,5,1970-01-01
16,944,1,1970-01-01
301,790,4,1970-01-01
276,1091,3,1970-01-01
305,214,2,1970-01-01
194,1028,2,1970-01-01
91,323,2,1970-01-01
87,554,4,1970-01-01
294,109,4,1970-01-01
286,171,4,1970-01-01
200,318,5,1970-01-01
229,328,1,1970-01-01
178,568,4,1970-01-01
303,842,2,1970-01-01
62,65,4,1970-01-01
207,591,3,1970-01-01
92,172,4,1970-01-01
301,401,4,1970-01-01
36,339,5,1970-01-01
70,746,3,1970-01-01
63,242,3,1970-01-01
28,201,3,1970-01-01
279,68,4,1970-01-01
250,7,4,1970-01-01
14,98,3,1970-01-01
299,1018,3,1970-01-01
194,54,3,1970-01-01
303,815,3,1970-01-01
119,237,5,1970-01-01
295,218,5,1970-01-01
268,930,2,1970-01-01
268,2,2,1970-01-01
66,258,4,1970-01-01
233,202,5,1970-01-01
83,623,4,1970-01-01
214,334,3,1970-01-01
192,476,2,1970-01-01
100,344,4,1970-01-01
268,145,1,1970-01-01
301,56,4,1970-01-01
307,89,5,1970-01-01
234,141,3,1970-01-01
83,576,4,1970-01-01
181,264,2,1970-01-01
297,133,4,1970-01-01
38,153,5,1970-01-01
7,382,4,1970-01-01
264,813,4,1970-01-01
181,872,1,1970-01-01
201,146,1,1970-01-01
85,507,4,1970-01-01
269,367,3,1970-01-01
59,468,3,1970-01-01
286,143,4,1970-01-01
193,96,1,1970-01-01
113,595,5,1970-01-01
292,11,5,1970-01-01
130,1014,3,1970-01-01
275,98,4,1970-01-01
189,520,5,1970-01-01
219,82,1,1970-01-01
218,209,5,1970-01-01
123,427,3,1970-01-01
119,222,5,1970-01-01
158,177,4,1970-01-01
222,118,4,1970-01-01
302,322,2,1970-01-01
279,501,3,1970-01-01
301,79,5,1970-01-01
181,3,2,1970-01-01
201,695,1,1970-01-01
13,198,3,1970-01-01
1,189,3,1970-01-01
145,237,5,1970-01-01
23,385,4,1970-01-01
201,767,4,1970-01-01
296,705,5,1970-01-01
42,546,3,1970-01-01
33,872,3,1970-01-01
301,554,3,1970-01-01
16,64,5,1970-01-01
95,135,3,1970-01-01
154,357,4,1970-01-01
77,484,5,1970-01-01
296,508,5,1970-01-01
302,303,2,1970-01-01
244,673,3,1970-01-01
222,77,4,1970-01-01
13,215,5,1970-01-01
16,705,5,1970-01-01
270,452,4,1970-01-01
145,15,2,1970-01-01
187,64,5,1970-01-01
200,304,5,1970-01-01
170,749,5,1970-01-01
101,829,3,1970-01-01
184,218,3,1970-01-01
128,204,4,1970-01-01
181,1295,1,1970-01-01
184,153,3,1970-01-01
1,33,4,1970-01-01
1,160,4,1970-01-01
184,321,5,1970-01-01
54,595,3,1970-01-01
94,343,4,1970-01-01
128,508,4,1970-01-01
23,323,2,1970-01-01
301,227,3,1970-01-01
301,191,3,1970-01-01
112,903,1,1970-01-01
82,183,3,1970-01-01
222,724,3,1970-01-01
218,430,3,1970-01-01
308,1197,4,1970-01-01
303,134,5,1970-01-01
133,751,3,1970-01-01
215,212,2,1970-01-01
69,256,5,1970-01-01
254,662,4,1970-01-01
276,2,4,1970-01-01
104,984,1,1970-01-01
63,1067,3,1970-01-01
267,410,4,1970-01-01
13,56,5,1970-01-01
240,879,3,1970-01-01
286,237,2,1970-01-01
294,271,5,1970-01-01
90,1086,4,1970-01-01
18,26,4,1970-01-01
92,229,3,1970-01-01
308,649,4,1970-01-01
144,89,3,1970-01-01
191,302,4,1970-01-01
59,951,3,1970-01-01
200,96,5,1970-01-01
16,197,5,1970-01-01
61,678,3,1970-01-01
271,199,4,1970-01-01
271,709,3,1970-01-01
142,169,5,1970-01-01
275,597,3,1970-01-01
222,151,3,1970-01-01
87,40,3,1970-01-01
207,258,4,1970-01-01
272,1393,2,1970-01-01
177,333,4,1970-01-01
207,1115,2,1970-01-01
299,577,3,1970-01-01
271,378,4,1970-01-01
305,425,4,1970-01-01
49,959,2,1970-01-01
94,1224,3,1970-01-01
130,1017,3,1970-01-01
10,175,3,1970-01-01
203,321,3,1970-01-01
191,286,4,1970-01-01
43,323,3,1970-01-01
21,558,5,1970-01-01
197,96,5,1970-01-01
13,344,2,1970-01-01
194,66,3,1970-01-01
234,206,4,1970-01-01
308,402,4,1970-01-01
308,640,4,1970-01-01
269,522,5,1970-01-01
94,265,4,1970-01-01
268,62,3,1970-01-01
272,12,5,1970-01-01
121,291,3,1970-01-01
296,20,5,1970-01-01
134,286,3,1970-01-01
180,462,5,1970-01-01
234,612,3,1970-01-01
104,117,2,1970-01-01
38,758,1,1970-01-01
269,845,1,1970-01-01
7,163,4,1970-01-01
234,1451,3,1970-01-01
275,405,2,1970-01-01
52,250,3,1970-01-01
102,823,3,1970-01-01
13,186,4,1970-01-01
178,731,4,1970-01-01
236,71,3,1970-01-01
256,781,5,1970-01-01
263,176,5,1970-01-01
244,186,3,1970-01-01
279,1181,4,1970-01-01
43,815,4,1970-01-01
83,78,2,1970-01-01
151,197,5,1970-01-01
254,436,2,1970-01-01
109,631,3,1970-01-01
297,716,3,1970-01-01
249,188,4,1970-01-01
144,699,4,1970-01-01
301,604,4,1970-01-01
64,392,3,1970-01-01
92,501,2,1970-01-01
222,97,4,1970-01-01
268,436,3,1970-01-01
293,135,5,1970-01-01
213,173,5,1970-01-01
160,460,2,1970-01-01
13,498,4,1970-01-01
59,715,5,1970-01-01
5,17,4,1970-01-01
125,163,5,1970-01-01
174,315,5,1970-01-01
114,505,3,1970-01-01
213,515,4,1970-01-01
23,196,2,1970-01-01
128,15,4,1970-01-01
239,56,4,1970-01-01
181,279,1,1970-01-01
291,80,4,1970-01-01
250,238,4,1970-01-01
201,649,3,1970-01-01
60,60,5,1970-01-01
181,325,2,1970-01-01
119,407,3,1970-01-01
287,1,5,1970-01-01
216,228,3,1970-01-01
216,531,4,1970-01-01
203,471,4,1970-01-01
92,587,3,1970-01-01
13,892,3,1970-01-01
213,176,4,1970-01-01
286,288,5,1970-01-01
117,1047,2,1970-01-01
99,111,1,1970-01-01
11,558,3,1970-01-01
65,47,2,1970-01-01
295,194,4,1970-01-01
269,217,2,1970-01-01
85,259,2,1970-01-01
250,596,5,1970-01-01
137,144,5,1970-01-01
201,960,2,1970-01-01
257,137,4,1970-01-01
111,328,4,1970-01-01
91,480,4,1970-01-01
215,211,4,1970-01-01
181,938,1,1970-01-01
189,1060,5,1970-01-01
1,20,4,1970-01-01
303,404,4,1970-01-01
299,305,3,1970-01-01
187,210,4,1970-01-01
222,278,2,1970-01-01
214,568,4,1970-01-01
293,770,3,1970-01-01
285,191,4,1970-01-01
303,252,3,1970-01-01
96,156,4,1970-01-01
72,1110,3,1970-01-01
115,1067,4,1970-01-01
7,430,3,1970-01-01
116,350,3,1970-01-01
73,480,4,1970-01-01
269,246,5,1970-01-01
263,419,5,1970-01-01
70,431,3,1970-01-01
221,475,4,1970-01-01
72,182,5,1970-01-01
25,357,4,1970-01-01
290,50,5,1970-01-01
189,526,4,1970-01-01
299,303,3,1970-01-01
264,294,3,1970-01-01
200,365,5,1970-01-01
187,135,4,1970-01-01
184,187,4,1970-01-01
63,289,2,1970-01-01
13,229,4,1970-01-01
298,486,3,1970-01-01
235,185,4,1970-01-01
62,712,4,1970-01-01
246,94,2,1970-01-01
54,742,5,1970-01-01
63,762,3,1970-01-01
11,732,3,1970-01-01
92,168,4,1970-01-01
8,550,3,1970-01-01
307,174,4,1970-01-01
303,200,4,1970-01-01
256,849,2,1970-01-01
72,54,3,1970-01-01
164,406,2,1970-01-01
117,150,4,1970-01-01
224,77,4,1970-01-01
193,869,3,1970-01-01
94,184,2,1970-01-01
281,338,2,1970-01-01
130,109,3,1970-01-01
128,371,1,1970-01-01
94,720,1,1970-01-01
182,845,3,1970-01-01
129,873,1,1970-01-01
254,229,4,1970-01-01
64,381,4,1970-01-01
151,176,2,1970-01-01
45,25,4,1970-01-01
193,879,3,1970-01-01
276,922,4,1970-01-01
276,57,3,1970-01-01
234,187,4,1970-01-01
181,306,1,1970-01-01
21,370,1,1970-01-01
293,249,3,1970-01-01
264,721,5,1970-01-01
10,611,5,1970-01-01
197,346,3,1970-01-01
276,142,3,1970-01-01
308,427,4,1970-01-01
221,943,4,1970-01-01
131,126,4,1970-01-01
268,824,2,1970-01-01
109,8,3,1970-01-01
198,58,3,1970-01-01
230,680,4,1970-01-01
181,741,1,1970-01-01
192,1061,4,1970-01-01
234,448,3,1970-01-01
90,900,4,1970-01-01
193,941,4,1970-01-01
128,603,5,1970-01-01
126,905,2,1970-01-01
244,265,4,1970-01-01
90,289,3,1970-01-01
157,25,3,1970-01-01
305,71,3,1970-01-01
119,382,5,1970-01-01
21,222,2,1970-01-01
231,181,4,1970-01-01
280,508,3,1970-01-01
288,132,3,1970-01-01
279,1497,2,1970-01-01
301,33,4,1970-01-01
72,699,3,1970-01-01
90,259,2,1970-01-01
308,55,3,1970-01-01
59,742,3,1970-01-01
94,744,4,1970-01-01
130,642,4,1970-01-01
26,1015,3,1970-01-01
56,121,5,1970-01-01
82,508,2,1970-01-01
62,12,4,1970-01-01
276,40,3,1970-01-01
181,1015,1,1970-01-01
152,301,3,1970-01-01
178,845,4,1970-01-01
217,597,4,1970-01-01
79,303,4,1970-01-01
138,484,4,1970-01-01
308,81,5,1970-01-01
75,284,2,1970-01-01
269,198,4,1970-01-01
307,94,3,1970-01-01
222,781,3,1970-01-01
121,740,3,1970-01-01
269,22,1,1970-01-01
13,864,4,1970-01-01
230,742,5,1970-01-01
269,507,4,1970-01-01
239,1099,5,1970-01-01
245,1028,5,1970-01-01
56,546,3,1970-01-01
295,961,5,1970-01-01
271,1028,2,1970-01-01
222,812,2,1970-01-01
69,240,3,1970-01-01
10,7,4,1970-01-01
22,376,3,1970-01-01
294,931,3,1970-01-01
82,717,1,1970-01-01
279,399,4,1970-01-01
269,234,1,1970-01-01
6,98,5,1970-01-01
243,1039,4,1970-01-01
298,181,4,1970-01-01
282,325,1,1970-01-01
78,323,1,1970-01-01
118,200,5,1970-01-01
283,1114,5,1970-01-01
171,292,4,1970-01-01
70,217,4,1970-01-01
10,100,5,1970-01-01
245,181,4,1970-01-01
107,333,3,1970-01-01
246,561,1,1970-01-01
13,901,1,1970-01-01
276,70,4,1970-01-01
244,17,2,1970-01-01
189,56,5,1970-01-01
226,242,5,1970-01-01
62,1016,4,1970-01-01
276,417,4,1970-01-01
214,478,4,1970-01-01
306,235,4,1970-01-01
222,26,3,1970-01-01
280,631,5,1970-01-01
60,430,5,1970-01-01
56,71,4,1970-01-01
42,274,5,1970-01-01
1,202,5,1970-01-01
13,809,4,1970-01-01
173,289,4,1970-01-01
15,749,1,1970-01-01
185,23,4,1970-01-01
280,540,3,1970-01-01
244,381,4,1970-01-01
150,293,4,1970-01-01
7,497,4,1970-01-01
178,317,4,1970-01-01
178,742,3,1970-01-01
95,1217,3,1970-01-01
234,1462,3,1970-01-01
97,222,5,1970-01-01
109,127,2,1970-01-01
117,268,5,1970-01-01
269,705,2,1970-01-01
130,1246,3,1970-01-01
264,655,4,1970-01-01
207,13,3,1970-01-01
42,588,5,1970-01-01
246,409,2,1970-01-01
87,367,4,1970-01-01
101,304,3,1970-01-01
256,127,4,1970-01-01
92,794,3,1970-01-01
181,762,2,1970-01-01
213,235,1,1970-01-01
92,739,2,1970-01-01
292,661,5,1970-01-01
246,665,4,1970-01-01
274,845,5,1970-01-01
188,692,5,1970-01-01
18,86,4,1970-01-01
5,439,1,1970-01-01
236,632,3,1970-01-01
193,407,4,1970-01-01
144,709,4,1970-01-01
90,1198,5,1970-01-01
48,609,4,1970-01-01
5,225,2,1970-01-01
22,128,5,1970-01-01
311,432,4,1970-01-01
8,22,5,1970-01-01
276,188,4,1970-01-01
222,173,5,1970-01-01
72,866,4,1970-01-01
299,134,4,1970-01-01
1,171,5,1970-01-01
308,295,3,1970-01-01
165,216,4,1970-01-01
222,49,3,1970-01-01
181,121,4,1970-01-01
200,11,5,1970-01-01
234,626,4,1970-01-01
244,707,4,1970-01-01
90,25,5,1970-01-01
208,216,5,1970-01-01
263,96,4,1970-01-01
134,323,4,1970-01-01
279,586,4,1970-01-01
2,292,4,1970-01-01
288,593,2,1970-01-01
49,302,4,1970-01-01
286,153,5,1970-01-01
205,304,3,1970-01-01
22,80,4,1970-01-01
234,318,4,1970-01-01
223,328,3,1970-01-01
15,25,3,1970-01-01
268,147,4,1970-01-01
94,1220,3,1970-01-01
274,405,4,1970-01-01
7,492,5,1970-01-01
268,217,2,1970-01-01
16,55,5,1970-01-01
164,620,3,1970-01-01
290,161,4,1970-01-01
92,515,4,1970-01-01
239,1070,5,1970-01-01
56,449,5,1970-01-01
248,234,4,1970-01-01
234,10,3,1970-01-01
280,1049,2,1970-01-01
308,187,5,1970-01-01
276,64,5,1970-01-01
192,948,3,1970-01-01
122,509,4,1970-01-01
85,588,3,1970-01-01
262,931,2,1970-01-01
201,272,3,1970-01-01
181,870,2,1970-01-01
295,739,4,1970-01-01
263,568,4,1970-01-01
295,39,4,1970-01-01
201,1100,4,1970-01-01
93,820,3,1970-01-01
159,1028,5,1970-01-01
158,665,2,1970-01-01
293,423,3,1970-01-01
82,597,3,1970-01-01
276,181,5,1970-01-01
13,823,5,1970-01-01
217,2,3,1970-01-01
83,660,4,1970-01-01
189,20,5,1970-01-01
222,796,4,1970-01-01
146,1022,5,1970-01-01
267,121,3,1970-01-01
126,294,3,1970-01-01
181,1060,1,1970-01-01
125,80,4,1970-01-01
43,120,4,1970-01-01
13,780,1,1970-01-01
253,259,2,1970-01-01
42,44,3,1970-01-01
77,518,4,1970-01-01
291,686,5,1970-01-01
268,21,3,1970-01-01
262,28,3,1970-01-01
234,81,3,1970-01-01
29,245,3,1970-01-01
236,57,5,1970-01-01
158,729,3,1970-01-01
156,661,4,1970-01-01
232,52,5,1970-01-01
168,866,5,1970-01-01
37,288,4,1970-01-01
141,245,3,1970-01-01
235,230,4,1970-01-01
102,70,3,1970-01-01
77,172,3,1970-01-01
90,506,5,1970-01-01
186,566,5,1970-01-01
44,660,5,1970-01-01
118,774,5,1970-01-01
7,661,5,1970-01-01
49,1003,2,1970-01-01
62,68,1,1970-01-01
42,1028,4,1970-01-01
178,433,4,1970-01-01
85,51,2,1970-01-01
77,474,5,1970-01-01
58,1099,2,1970-01-01
56,1047,4,1970-01-01
197,688,1,1970-01-01
286,99,4,1970-01-01
90,258,3,1970-01-01
181,1288,1,1970-01-01
295,190,4,1970-01-01
224,69,4,1970-01-01
272,317,4,1970-01-01
221,1010,3,1970-01-01
66,877,1,1970-01-01
207,318,5,1970-01-01
234,487,3,1970-01-01
7,648,5,1970-01-01
87,82,5,1970-01-01
195,1052,1,1970-01-01
44,449,5,1970-01-01
306,287,4,1970-01-01
194,172,3,1970-01-01
94,62,3,1970-01-01
167,659,4,1970-01-01
108,100,4,1970-01-01
230,304,5,1970-01-01
181,927,1,1970-01-01
54,302,4,1970-01-01
90,22,4,1970-01-01
181,696,2,1970-01-01
286,357,4,1970-01-01
14,269,4,1970-01-01
311,179,2,1970-01-01
92,121,5,1970-01-01
21,440,1,1970-01-01
244,550,1,1970-01-01
181,405,4,1970-01-01
65,806,4,1970-01-01
37,540,2,1970-01-01
44,443,5,1970-01-01
244,183,4,1970-01-01
1,265,4,1970-01-01
270,25,5,1970-01-01
299,387,2,1970-01-01
94,572,3,1970-01-01
286,746,4,1970-01-01
239,272,5,1970-01-01
216,55,5,1970-01-01
254,121,3,1970-01-01
62,665,2,1970-01-01
178,385,4,1970-01-01
194,23,4,1970-01-01
268,955,3,1970-01-01
188,143,5,1970-01-01
276,294,4,1970-01-01
158,1098,4,1970-01-01
207,845,3,1970-01-01
161,48,1,1970-01-01
305,654,4,1970-01-01
47,324,3,1970-01-01
64,736,4,1970-01-01
191,751,3,1970-01-01
7,378,5,1970-01-01
59,92,5,1970-01-01
69,268,5,1970-01-01
10,461,3,1970-01-01
21,129,4,1970-01-01
58,9,4,1970-01-01
194,152,3,1970-01-01
7,200,5,1970-01-01
113,126,5,1970-01-01
173,328,5,1970-01-01
95,233,4,1970-01-01
16,194,5,1970-01-01
59,323,4,1970-01-01
311,654,3,1970-01-01
292,589,4,1970-01-01
43,203,4,1970-01-01
79,50,4,1970-01-01
235,70,5,1970-01-01
125,190,5,1970-01-01
284,322,3,1970-01-01
303,161,5,1970-01-01
254,378,3,1970-01-01
255,1034,1,1970-01-01
104,301,2,1970-01-01
90,923,5,1970-01-01
6,463,4,1970-01-01
279,122,1,1970-01-01
286,298,4,1970-01-01
222,448,3,1970-01-01
297,57,5,1970-01-01
42,625,3,1970-01-01
130,1217,4,1970-01-01
254,357,3,1970-01-01
109,475,1,1970-01-01
230,1444,2,1970-01-01
244,310,3,1970-01-01
6,301,2,1970-01-01
36,748,4,1970-01-01
256,443,3,1970-01-01
102,515,1,1970-01-01
104,285,4,1970-01-01
21,447,5,1970-01-01
111,301,4,1970-01-01
18,408,5,1970-01-01
25,222,4,1970-01-01
110,944,3,1970-01-01
270,98,5,1970-01-01
68,237,5,1970-01-01
83,215,4,1970-01-01
6,258,2,1970-01-01
89,216,5,1970-01-01
128,317,4,1970-01-01
305,512,4,1970-01-01
184,412,2,1970-01-01
286,175,5,1970-01-01
279,1428,3,1970-01-01
256,86,5,1970-01-01
221,48,5,1970-01-01
140,332,3,1970-01-01
190,977,2,1970-01-01
11,227,3,1970-01-01
201,203,5,1970-01-01
150,181,5,1970-01-01
126,245,3,1970-01-01
20,208,2,1970-01-01
144,742,4,1970-01-01
181,930,1,1970-01-01
109,566,4,1970-01-01
85,1065,3,1970-01-01
213,133,3,1970-01-01
222,379,1,1970-01-01
223,11,3,1970-01-01
215,421,4,1970-01-01
218,208,3,1970-01-01
174,937,5,1970-01-01
275,186,3,1970-01-01
68,742,1,1970-01-01
268,583,4,1970-01-01
160,462,4,1970-01-01
195,273,4,1970-01-01
224,178,4,1970-01-01
5,110,1,1970-01-01
99,1016,5,1970-01-01
2,251,5,1970-01-01
292,9,4,1970-01-01
72,568,4,1970-01-01
85,228,3,1970-01-01
83,281,5,1970-01-01
92,831,2,1970-01-01
7,543,3,1970-01-01
87,401,2,1970-01-01
287,926,4,1970-01-01
1,155,2,1970-01-01
234,632,2,1970-01-01
222,53,5,1970-01-01
24,64,5,1970-01-01
7,554,3,1970-01-01
82,56,3,1970-01-01
161,318,3,1970-01-01
196,393,4,1970-01-01
56,91,4,1970-01-01
82,477,3,1970-01-01
7,472,2,1970-01-01
256,761,4,1970-01-01
226,56,4,1970-01-01
279,741,5,1970-01-01
308,1286,3,1970-01-01
16,8,5,1970-01-01
180,202,3,1970-01-01
203,93,4,1970-01-01
145,56,5,1970-01-01
288,305,4,1970-01-01
84,742,3,1970-01-01
44,644,3,1970-01-01
17,13,3,1970-01-01
313,117,4,1970-01-01
148,1,4,1970-01-01
197,347,4,1970-01-01
21,164,5,1970-01-01
279,982,3,1970-01-01
239,491,5,1970-01-01
185,287,5,1970-01-01
297,89,4,1970-01-01
303,68,4,1970-01-01
186,250,1,1970-01-01
73,206,3,1970-01-01
104,756,2,1970-01-01
94,216,3,1970-01-01
239,194,5,1970-01-01
197,511,5,1970-01-01
280,1,4,1970-01-01
1,117,3,1970-01-01
224,583,1,1970-01-01
303,397,1,1970-01-01
60,162,4,1970-01-01
198,258,4,1970-01-01
239,513,5,1970-01-01
6,69,3,1970-01-01
233,375,4,1970-01-01
85,642,4,1970-01-01
110,38,3,1970-01-01
184,522,3,1970-01-01
99,873,1,1970-01-01
13,418,2,1970-01-01
201,518,4,1970-01-01
13,858,1,1970-01-01
214,131,3,1970-01-01
296,228,4,1970-01-01
222,87,3,1970-01-01
279,725,4,1970-01-01
217,182,2,1970-01-01
85,433,3,1970-01-01
239,234,3,1970-01-01
13,72,4,1970-01-01
194,77,3,1970-01-01
208,663,5,1970-01-01
109,178,3,1970-01-01
230,172,4,1970-01-01
59,485,2,1970-01-01
313,478,3,1970-01-01
70,1133,3,1970-01-01
62,182,5,1970-01-01
198,234,3,1970-01-01
65,125,4,1970-01-01
174,660,5,1970-01-01
90,12,5,1970-01-01
130,1248,3,1970-01-01
100,354,2,1970-01-01
283,432,5,1970-01-01
275,418,3,1970-01-01
311,98,5,1970-01-01
195,751,4,1970-01-01
130,105,4,1970-01-01
269,252,1,1970-01-01
286,73,5,1970-01-01
7,623,3,1970-01-01
56,222,5,1970-01-01
210,204,5,1970-01-01
239,9,5,1970-01-01
96,87,4,1970-01-01
297,73,2,1970-01-01
249,239,3,1970-01-01
94,860,2,1970-01-01
84,121,4,1970-01-01
275,265,4,1970-01-01
135,1046,3,1970-01-01
291,1178,4,1970-01-01
125,382,1,1970-01-01
70,399,4,1970-01-01
311,9,4,1970-01-01
301,523,4,1970-01-01
152,685,5,1970-01-01
244,172,4,1970-01-01
275,1091,2,1970-01-01
53,281,4,1970-01-01
198,118,2,1970-01-01
244,790,4,1970-01-01
26,125,4,1970-01-01
151,13,3,1970-01-01
124,496,1,1970-01-01
24,191,5,1970-01-01
271,65,3,1970-01-01
307,634,3,1970-01-01
294,1245,3,1970-01-01
234,241,2,1970-01-01
25,501,3,1970-01-01
293,137,3,1970-01-01
201,432,3,1970-01-01
75,240,1,1970-01-01
13,181,5,1970-01-01
207,68,2,1970-01-01
2,50,5,1970-01-01
313,566,4,1970-01-01
144,125,4,1970-01-01
188,443,4,1970-01-01
276,324,4,1970-01-01
145,974,1,1970-01-01
72,234,4,1970-01-01
83,385,4,1970-01-01
181,619,3,1970-01-01
109,402,4,1970-01-01
207,107,3,1970-01-01
185,216,4,1970-01-01
14,213,5,1970-01-01
149,319,2,1970-01-01
57,79,5,1970-01-01
230,963,5,1970-01-01
